Crop,Year,Season,State,Production,Annual_Rainfall,Yield
Other Kharif pulses,2008,Kharif     ,Tripura,743,1827.8,0.65
Peas & beans (Pulses),2008,Rabi       ,Tripura,494,1827.8,0.8675
Rapeseed &Mustard,2008,Rabi       ,Tripura,1190,1827.8,0.735
Rice,2008,Kharif     ,Tripura,627175,1827.8,2.525
Sesamum,2008,Kharif     ,Tripura,780,1827.8,0.5575
Sugarcane,2008,Whole Year ,Tripura,51695,1827.8,54.9975
Urad,2008,Kharif     ,Tripura,462,1827.8,0.645
Urad,2008,Rabi       ,Tripura,227,1827.8,0.6425
Wheat,2008,Rabi       ,Tripura,1195,1827.8,1.905
Arhar/Tur,2008,Kharif     ,Uttar Pradesh,287720,891.6,0.893913043
Bajra,2008,Kharif     ,Uttar Pradesh,1302073,891.6,1.471290323
Banana,2008,Summer     ,Uttar Pradesh,75867,891.6,38.08033333
Barley,2008,Rabi       ,Uttar Pradesh,376048,891.6,2.203285714
Coriander,2008,Rabi       ,Uttar Pradesh,3380,891.6,0.610793651
Cotton(lint),2008,Kharif     ,Uttar Pradesh,781,891.6,0.231111111
Dry chillies,2008,Kharif     ,Uttar Pradesh,14873,891.6,0.998970588
Garlic,2008,Rabi       ,Uttar Pradesh,196850,891.6,5.909104478
Gram,2008,Rabi       ,Uttar Pradesh,561508,891.6,1.073188406
Groundnut,2008,Kharif     ,Uttar Pradesh,67482,891.6,0.74627451
Guar seed,2008,Kharif     ,Uttar Pradesh,2066,891.6,0.8445
Jowar,2008,Kharif     ,Uttar Pradesh,195473,891.6,1.08362069
Linseed,2008,Rabi       ,Uttar Pradesh,13932,891.6,0.443333333
Maize,2008,Kharif     ,Uttar Pradesh,1151245,891.6,1.366764706
Maize,2008,Rabi       ,Uttar Pradesh,9495,891.6,2.646086957
Maize,2008,Summer     ,Uttar Pradesh,38106,891.6,1.505862069
Masoor,2008,Rabi       ,Uttar Pradesh,459705,891.6,0.861014493
Moong(Green Gram),2008,Kharif     ,Uttar Pradesh,11286,891.6,0.382
Moong(Green Gram),2008,Summer     ,Uttar Pradesh,25174,891.6,0.727460317
Onion,2008,Rabi       ,Uttar Pradesh,119110,891.6,11.71728571
Peas & beans (Pulses),2008,Rabi       ,Uttar Pradesh,423753,891.6,1.223043478
Potato,2008,Rabi       ,Uttar Pradesh,10809926,891.6,18.97342857
Rapeseed &Mustard,2008,Rabi       ,Uttar Pradesh,736849,891.6,0.983857143
Rice,2008,Kharif     ,Uttar Pradesh,13051365,891.6,2.124428571
Rice,2008,Summer     ,Uttar Pradesh,45666,891.6,2.095
Sannhamp,2008,Kharif     ,Uttar Pradesh,925,891.6,0.391875
Sesamum,2008,Kharif     ,Uttar Pradesh,31736,891.6,0.16016129
Small millets,2008,Kharif     ,Uttar Pradesh,8384,891.6,0.622142857
Soyabean,2008,Kharif     ,Uttar Pradesh,9104,891.6,0.838181818
Sugarcane,2008,Kharif     ,Uttar Pradesh,109047670,891.6,47.59257143
Sunflower,2008,Summer     ,Uttar Pradesh,16995,891.6,1.915384615
Sweet potato,2008,Kharif     ,Uttar Pradesh,225694,891.6,12.27537313
Tobacco,2008,Rabi       ,Uttar Pradesh,134309,891.6,5.309230769
Tobacco,2008,Summer     ,Uttar Pradesh,1240,891.6,2.23875
Urad,2008,Kharif     ,Uttar Pradesh,195349,891.6,0.550289855
Urad,2008,Summer     ,Uttar Pradesh,33405,891.6,0.661694915
Wheat,2008,Rabi       ,Uttar Pradesh,28554178,891.6,2.959857143
Arhar/Tur,2008,Kharif     ,Uttarakhand,1710,1363.7,0.72
Bajra,2008,Kharif     ,Uttarakhand,19,1363.7,0.95
Barley,2008,Rabi       ,Uttarakhand,19351,1363.7,0.982307692
Garlic,2008,Whole Year ,Uttarakhand,27121,1363.7,5.802727273
Gram,2008,Rabi       ,Uttarakhand,326,1363.7,0.31
Groundnut,2008,Kharif     ,Uttarakhand,1795,1363.7,1.043333333
Horse-gram,2008,Kharif     ,Uttarakhand,7419,1363.7,0.749090909
Maize,2008,Kharif     ,Uttarakhand,36287,1363.7,1.197692308
Maize,2008,Summer     ,Uttarakhand,150,1363.7,1.53
Masoor,2008,Rabi       ,Uttarakhand,3992,1363.7,0.385384615
Moong(Green Gram),2008,Kharif     ,Uttarakhand,25,1363.7,0.403333333
Moth,2008,Kharif     ,Uttarakhand,120,1363.7,0.35
Onion,2008,Whole Year ,Uttarakhand,7920,1363.7,5.134615385
Other  Rabi pulses,2008,Rabi       ,Uttarakhand,90,1363.7,0.3625
Other Cereals,2008,Kharif     ,Uttarakhand,83401,1363.7,1.101818182
Other Cereals,2008,Rabi       ,Uttarakhand,789,1363.7,0.822
Other Kharif pulses,2008,Kharif     ,Uttarakhand,8532,1363.7,1.674615385
Peas & beans (Pulses),2008,Rabi       ,Uttarakhand,1504,1363.7,0.373076923
Potato,2008,Kharif     ,Uttarakhand,72666,1363.7,10.52181818
Potato,2008,Rabi       ,Uttarakhand,67396,1363.7,9.419230769
Ragi,2008,Kharif     ,Uttarakhand,173627,1363.7,1.525454545
Rapeseed &Mustard,2008,Rabi       ,Uttarakhand,7906,1363.7,0.44
Rice,2008,Kharif     ,Uttarakhand,528524,1363.7,1.627692308
Rice,2008,Summer     ,Uttarakhand,39797,1363.7,3.1
Sesamum,2008,Kharif     ,Uttarakhand,478,1363.7,0.2125
Soyabean,2008,Kharif     ,Uttarakhand,10133,1363.7,1.042307692
Sugarcane,2008,Whole Year ,Uttarakhand,5683369,1363.7,54.82
Sunflower,2008,Kharif     ,Uttarakhand,35,1363.7,0.95
Tobacco,2008,Whole Year ,Uttarakhand,39,1363.7,3.4
Turmeric,2008,Whole Year ,Uttarakhand,433,1363.7,2.056666667
Urad,2008,Kharif     ,Uttarakhand,8916,1363.7,0.662307692
Urad,2008,Summer     ,Uttarakhand,129,1363.7,0.76
Wheat,2008,Rabi       ,Uttarakhand,770934,1363.7,1.491538462
other oilseeds,2008,Kharif     ,Uttarakhand,215,1363.7,0.625
other oilseeds,2008,Rabi       ,Uttarakhand,634,1363.7,0.7
Arhar/Tur,2008,Rabi       ,Jammu and Kashmir,12,1390.1,0.55
Barley,2008,Rabi       ,Jammu and Kashmir,4724,1390.1,0.585
Garlic,2008,Rabi       ,Jammu and Kashmir,516,1390.1,0.825555556
Gram,2008,Rabi       ,Jammu and Kashmir,155,1390.1,0.545
Linseed,2008,Rabi       ,Jammu and Kashmir,97,1390.1,0.782
Masoor,2008,Rabi       ,Jammu and Kashmir,38,1390.1,0.496666667
Onion,2008,Rabi       ,Jammu and Kashmir,932,1390.1,2.4475
Other  Rabi pulses,2008,Rabi       ,Jammu and Kashmir,147,1390.1,0.456666667
Peas & beans (Pulses),2008,Rabi       ,Jammu and Kashmir,1116,1390.1,0.893846154
Potato,2008,Rabi       ,Jammu and Kashmir,9338,1390.1,16.446
Rapeseed &Mustard,2008,Rabi       ,Jammu and Kashmir,50525,1390.1,1.023684211
Urad,2008,Rabi       ,Jammu and Kashmir,5,1390.1,0.44
Wheat,2008,Rabi       ,Jammu and Kashmir,492140,1390.1,1.435714286
other oilseeds,2008,Rabi       ,Jammu and Kashmir,10,1390.1,0.545
Arhar/Tur,2008,Rabi       ,Jharkhand,24337,1295.2,1.465
Arhar/Tur,2008,Winter     ,Jharkhand,1439,1295.2,1.132
Gram,2008,Rabi       ,Jharkhand,12398,1295.2,0.793913043
Maize,2008,Autumn     ,Jharkhand,77225,1295.2,1.074166667
Onion,2008,Rabi       ,Jharkhand,15459,1295.2,4.964347826
Potato,2008,Rabi       ,Jharkhand,107587,1295.2,5.73375
Potato,2008,Winter     ,Jharkhand,138075,1295.2,6.666190476
Ragi,2008,Autumn     ,Jharkhand,27189,1295.2,0.812857143
Rapeseed &Mustard,2008,Rabi       ,Jharkhand,6530,1295.2,0.76625
Rice,2008,Autumn     ,Jharkhand,162674,1295.2,0.868695652
Rice,2008,Winter     ,Jharkhand,1333906,1295.2,1.39125
Sugarcane,2008,Whole Year ,Jharkhand,18446,1295.2,27.25142857
Wheat,2008,Rabi       ,Jharkhand,79871,1295.2,1.43625
Arhar/Tur,2009,Kharif     ,Bihar,36586,889.3,1.448108108
Bajra,2009,Kharif     ,Bihar,3279,889.3,1.101
Barley,2009,Rabi       ,Bihar,12421,889.3,1.281290323
Gram,2009,Rabi       ,Bihar,58340,889.3,1.058333333
Horse-gram,2009,Kharif     ,Bihar,10578,889.3,0.9665
Jowar,2009,Kharif     ,Bihar,1687,889.3,1.031111111
Jute,2009,Kharif     ,Bihar,1147280,889.3,9.361428571
Khesari,2009,Rabi       ,Bihar,81666,889.3,1.023684211
Linseed,2009,Rabi       ,Bihar,19206,889.3,0.848648649
Maize,2009,Autumn     ,Bihar,401472,889.3,1.760526316
Maize,2009,Rabi       ,Bihar,544140,889.3,2.516
Maize,2009,Summer     ,Bihar,598834,889.3,2.8075
Masoor,2009,Rabi       ,Bihar,159184,889.3,0.775789474
Mesta,2009,Kharif     ,Bihar,123701,889.3,7.189565217
Moong(Green Gram),2009,Kharif     ,Bihar,5537,889.3,0.677058824
Moong(Green Gram),2009,Summer     ,Bihar,64911,889.3,0.513055556
Other  Rabi pulses,2009,Rabi       ,Bihar,1924,889.3,0.741111111
Other Kharif pulses,2009,Kharif     ,Bihar,1224,889.3,0.765652174
Peas & beans (Pulses),2009,Rabi       ,Bihar,19953,889.3,1
Ragi,2009,Kharif     ,Bihar,8062,889.3,0.729230769
Rapeseed &Mustard,2009,Rabi       ,Bihar,91415,889.3,1.084210526
Rice,2009,Autumn     ,Bihar,471321,889.3,0.905666667
Rice,2009,Summer     ,Bihar,176656,889.3,1.492083333
Rice,2009,Winter     ,Bihar,2992233,889.3,1.105526316
Sannhamp,2009,Kharif     ,Bihar,1551,889.3,0.828181818
Small millets,2009,Kharif     ,Bihar,2397,889.3,0.780588235
Sugarcane,2009,Whole Year ,Bihar,3443693,889.3,44.66484848
Sunflower,2009,Rabi       ,Bihar,25575,889.3,1.394583333
Tobacco,2009,Whole Year ,Bihar,16878,889.3,1.897
Urad,2009,Kharif     ,Bihar,19845,889.3,0.992058824
Wheat,2009,Rabi       ,Bihar,4403841,889.3,2.076315789
Arhar/Tur,2009,Kharif     ,Chhattisgarh,27610,956.9,0.513888889
Bajra,2009,Kharif     ,Chhattisgarh,20,956.9,0.208
Bajra,2009,Whole Year ,Chhattisgarh,38728,956.9,74.30307692
Barley,2009,Rabi       ,Chhattisgarh,2310,956.9,0.644285714
Castor seed,2009,Kharif     ,Chhattisgarh,18,956.9,0.198571429
Coriander,2009,Whole Year ,Chhattisgarh,858,956.9,0.227222222
Cotton(lint),2009,Whole Year ,Chhattisgarh,0,956.9,0
Dry chillies,2009,Whole Year ,Chhattisgarh,4251,956.9,0.645
Garlic,2009,Whole Year ,Chhattisgarh,2519,956.9,2.681428571
Ginger,2009,Whole Year ,Chhattisgarh,1780,956.9,0.828
Gram,2009,Rabi       ,Chhattisgarh,230187,956.9,0.864117647
Groundnut,2009,Kharif     ,Chhattisgarh,45057,956.9,1.33125
Horse-gram,2009,Kharif     ,Chhattisgarh,13571,956.9,0.281764706
Horse-gram,2009,Rabi       ,Chhattisgarh,564,956.9,0.248181818
Jowar,2009,Kharif     ,Chhattisgarh,6868,956.9,1.280555556
Jute,2009,Kharif     ,Chhattisgarh,0,956.9,0
Khesari,2009,Rabi       ,Chhattisgarh,193190,956.9,0.569333333
Linseed,2009,Rabi       ,Chhattisgarh,13001,956.9,0.316875
Maize,2009,Kharif     ,Chhattisgarh,145368,956.9,1.412777778
Masoor,2009,Rabi       ,Chhattisgarh,4797,956.9,0.310666667
Mesta,2009,Kharif     ,Chhattisgarh,2172,956.9,2.001875
Moong(Green Gram),2009,Kharif     ,Chhattisgarh,2343,956.9,0.241111111
Moong(Green Gram),2009,Rabi       ,Chhattisgarh,1597,956.9,0.204
Niger seed,2009,Kharif     ,Chhattisgarh,10904,956.9,0.146
Onion,2009,Whole Year ,Chhattisgarh,22924,956.9,4.292666667
Other  Rabi pulses,2009,Rabi       ,Chhattisgarh,252,956.9,0.464444444
Other Kharif pulses,2009,Kharif     ,Chhattisgarh,1596,956.9,0.225294118
Peas & beans (Pulses),2009,Rabi       ,Chhattisgarh,5062,956.9,0.311764706
Potato,2009,Whole Year ,Chhattisgarh,45830,956.9,4.504666667
Ragi,2009,Kharif     ,Chhattisgarh,2202,956.9,0.2075
Rapeseed &Mustard,2009,Rabi       ,Chhattisgarh,21675,956.9,0.420555556
Rice,2009,Kharif     ,Chhattisgarh,4347316,956.9,1.106666667
Safflower,2009,Rabi       ,Chhattisgarh,241,956.9,0.27375
Sannhamp,2009,Whole Year ,Chhattisgarh,487,956.9,0.275294118
Sesamum,2009,Kharif     ,Chhattisgarh,8647,956.9,0.457777778
Small millets,2009,Kharif     ,Chhattisgarh,29998,956.9,0.181111111
Soyabean,2009,Kharif     ,Chhattisgarh,77837,956.9,0.937692308
Sugarcane,2009,Whole Year ,Chhattisgarh,35356,956.9,3.389375
Sunflower,2009,Kharif     ,Chhattisgarh,589,956.9,0.305384615
Sweet potato,2009,Whole Year ,Chhattisgarh,15042,956.9,5.366470588
Tobacco,2009,Whole Year ,Chhattisgarh,11,956.9,0.39
Turmeric,2009,Whole Year ,Chhattisgarh,766,956.9,0.757333333
Urad,2009,Kharif     ,Chhattisgarh,28064,956.9,0.28
Urad,2009,Rabi       ,Chhattisgarh,1135,956.9,0.242307692
Wheat,2009,Rabi       ,Chhattisgarh,118923,956.9,1.301764706
Arhar/Tur,2009,Kharif     ,Gujarat,241500,618,0.879565217
Bajra,2009,Kharif     ,Gujarat,432400,618,1.017142857
Bajra,2009,Summer     ,Gujarat,396400,618,2.33
Banana,2009,Whole Year ,Gujarat,1605500,618,65.11
Castor seed,2009,Kharif     ,Gujarat,831400,618,2.041304348
Cotton(lint),2009,Kharif     ,Gujarat,7401000,618,3.094782609
Dry chillies,2009,Whole Year ,Gujarat,8500,618,0.970909091
Garlic,2009,Whole Year ,Gujarat,93800,618,5.490833333
Gram,2009,Rabi       ,Gujarat,124900,618,0.9432
Groundnut,2009,Kharif     ,Gujarat,1633200,618,1.067916667
Groundnut,2009,Summer     ,Gujarat,123700,618,1.798695652
Guar seed,2009,Whole Year ,Gujarat,44700,618,0.376363636
Jowar,2009,Kharif     ,Gujarat,118400,618,0.996818182
Jowar,2009,Rabi       ,Gujarat,52900,618,1.084615385
Maize,2009,Kharif     ,Gujarat,396600,618,1.008
Moong(Green Gram),2009,Kharif     ,Gujarat,59700,618,0.4116
Moth,2009,Kharif     ,Gujarat,5800,618,0.348
Onion,2009,Rabi       ,Gujarat,1051400,618,26.69277778
Other  Rabi pulses,2009,Rabi       ,Gujarat,15600,618,0.703636364
Other Cereals,2009,Kharif     ,Gujarat,15900,618,0.686363636
Other Cereals,2009,Rabi       ,Gujarat,18100,618,1.19125
Other Kharif pulses,2009,Kharif     ,Gujarat,21900,618,0.764761905
Potato,2009,Whole Year ,Gujarat,987900,618,18.8975
Ragi,2009,Kharif     ,Gujarat,11000,618,0.7575
Rapeseed &Mustard,2009,Rabi       ,Gujarat,341400,618,1.492105263
Rice,2009,Kharif     ,Gujarat,1228400,618,1.693529412
Rice,2009,Summer     ,Gujarat,64600,618,3.034444444
Sesamum,2009,Kharif     ,Gujarat,80400,618,0.364
Sugarcane,2009,Whole Year ,Gujarat,13304000,618,66.79470588
Tobacco,2009,Kharif     ,Gujarat,101500,618,1.661428571
Tobacco,2009,Rabi       ,Gujarat,101500,618,1.661428571
Urad,2009,Kharif     ,Gujarat,50500,618,0.610384615
Wheat,2009,Rabi       ,Gujarat,2351300,618,2.617692308
Arhar/Tur,2009,Kharif     ,Haryana,21600,393,0.742
Bajra,2009,Kharif     ,Haryana,930000,393,1.601428571
Barley,2009,Rabi       ,Haryana,137000,393,1.881428571
Castor seed,2009,Kharif     ,Haryana,1100,393,0.965
Coriander,2009,Whole Year ,Haryana,600,393,0.564444444
Cotton(lint),2009,Kharif     ,Haryana,1918000,393,1.896111111
Dry chillies,2009,Whole Year ,Haryana,1400,393,0.823571429
Garlic,2009,Whole Year ,Haryana,6500,393,6.032222222
Gram,2009,Rabi       ,Haryana,62000,393,0.4295
Groundnut,2009,Kharif     ,Haryana,1600,393,0.581818182
Horse-gram,2009,Kharif     ,Haryana,100,393,0.09
Jowar,2009,Kharif     ,Haryana,390,393,0.003571429
Maize,2009,Kharif     ,Haryana,26000,393,0.940555556
Masoor,2009,Rabi       ,Haryana,3600,393,0.747692308
Moong(Green Gram),2009,Kharif     ,Haryana,6600,393,0.235625
Moth,2009,Kharif     ,Haryana,700,393,0.192857143
Onion,2009,Whole Year ,Haryana,31300,393,19.35785714
Peas & beans (Pulses),2009,Rabi       ,Haryana,1600,393,0.586875
Potato,2009,Whole Year ,Haryana,136400,393,17.30357143
Rice,2009,Kharif     ,Haryana,3628000,393,2.673809524
Sesamum,2009,Kharif     ,Haryana,1200,393,0.2065
Sugarcane,2009,Whole Year ,Haryana,4078900,393,47.4235
Sunflower,2009,Rabi       ,Haryana,11100,393,1.67
Sweet potato,2009,Whole Year ,Haryana,1100,393,13.7
Urad,2009,Kharif     ,Haryana,1100,393,0.25875
Wheat,2009,Rabi       ,Haryana,10488000,393,4.133809524
Arhar/Tur,2009,Kharif     ,Himachal Pradesh,3,969.9,0.4
Bajra,2009,Kharif     ,Himachal Pradesh,106,969.9,0.584
Barley,2009,Rabi       ,Himachal Pradesh,16176,969.9,0.784545455
Coriander,2009,Rabi       ,Himachal Pradesh,66,969.9,0.608
Cotton(lint),2009,Kharif     ,Himachal Pradesh,2,969.9,0.335
Dry chillies,2009,Kharif     ,Himachal Pradesh,318,969.9,0.545
Garlic,2009,Rabi       ,Himachal Pradesh,8491,969.9,1.673
Ginger,2009,Kharif     ,Himachal Pradesh,11618,969.9,3.883
Gram,2009,Rabi       ,Himachal Pradesh,308,969.9,0.397777778
Groundnut,2009,Kharif     ,Himachal Pradesh,129,969.9,0.6625
Horse-gram,2009,Kharif     ,Himachal Pradesh,599,969.9,0.306
Linseed,2009,Rabi       ,Himachal Pradesh,355,969.9,0.255
Maize,2009,Kharif     ,Himachal Pradesh,530224,969.9,2.08
Masoor,2009,Rabi       ,Himachal Pradesh,274,969.9,0.664444444
Moong(Green Gram),2009,Kharif     ,Himachal Pradesh,104,969.9,0.367142857
Onion,2009,Rabi       ,Himachal Pradesh,5392,969.9,5.744
Other Kharif pulses,2009,Kharif     ,Himachal Pradesh,3708,969.9,0.515714286
Peas & beans (Pulses),2009,Kharif     ,Himachal Pradesh,748,969.9,0.97
Peas & beans (Pulses),2009,Rabi       ,Himachal Pradesh,10245,969.9,1.333636364
Potato,2009,Kharif     ,Himachal Pradesh,64758,969.9,11.582
Potato,2009,Rabi       ,Himachal Pradesh,23611,969.9,4.67
Ragi,2009,Kharif     ,Himachal Pradesh,2104,969.9,0.778571429
Rapeseed &Mustard,2009,Rabi       ,Himachal Pradesh,2329,969.9,0.340909091
Rice,2009,Kharif     ,Himachal Pradesh,105787,969.9,1.484545455
Sesamum,2009,Kharif     ,Himachal Pradesh,233,969.9,0.084444444
Small millets,2009,Kharif     ,Himachal Pradesh,1771,969.9,0.367142857
Soyabean,2009,Kharif     ,Himachal Pradesh,430,969.9,0.774285714
Sugarcane,2009,Whole Year ,Himachal Pradesh,44306,969.9,16.11857143
Turmeric,2009,Kharif     ,Himachal Pradesh,110,969.9,0.5625
Urad,2009,Kharif     ,Himachal Pradesh,1982,969.9,0.284545455
Wheat,2009,Rabi       ,Himachal Pradesh,324174,969.9,0.933333333
Arhar/Tur,2009,Kharif     ,Maharashtra,919100,1002.4,0.7909375
Bajra,2009,Kharif     ,Maharashtra,766300,1002.4,0.686666667
Castor seed,2009,Kharif     ,Maharashtra,1500,1002.4,0.195
Cotton(lint),2009,Kharif     ,Maharashtra,5111200,1002.4,1.444230769
Gram,2009,Rabi       ,Maharashtra,1114400,1002.4,0.795806452
Groundnut,2009,Kharif     ,Maharashtra,263800,1002.4,0.797916667
Groundnut,2009,Summer     ,Maharashtra,100700,1002.4,1.522
Jowar,2009,Kharif     ,Maharashtra,1151844,1002.4,1.0732
Jowar,2009,Rabi       ,Maharashtra,2413700,1002.4,0.884
Linseed,2009,Rabi       ,Maharashtra,8700,1002.4,0.180588235
Maize,2009,Kharif     ,Maharashtra,1530600,1002.4,1.972962963
Maize,2009,Rabi       ,Maharashtra,267200,1002.4,1.9875
Maize,2009,Summer     ,Maharashtra,30200,1002.4,1.348235294
Moong(Green Gram),2009,Kharif     ,Maharashtra,142000,1002.4,0.4371875
Niger seed,2009,Kharif     ,Maharashtra,7000,1002.4,0.180555556
Other  Rabi pulses,2009,Rabi       ,Maharashtra,43800,1002.4,0.513461538
Other Kharif pulses,2009,Kharif     ,Maharashtra,35200,1002.4,0.280967742
Ragi,2009,Kharif     ,Maharashtra,108700,1002.4,0.85
Rapeseed &Mustard,2009,Rabi       ,Maharashtra,2240,1002.4,0.493
Rice,2009,Kharif     ,Maharashtra,2138100,1002.4,1.106071429
Rice,2009,Summer     ,Maharashtra,47700,1002.4,2.251111111
Safflower,2009,Rabi       ,Maharashtra,108900,1002.4,0.6455
Sesamum,2009,Kharif     ,Maharashtra,13500,1002.4,0.2025
Sesamum,2009,Rabi       ,Maharashtra,500,1002.4,0.10375
Small millets,2009,Kharif     ,Maharashtra,20400,1002.4,0.361111111
Small millets,2009,Rabi       ,Maharashtra,2800,1002.4,0.59
Soyabean,2009,Kharif     ,Maharashtra,2197000,1002.4,0.948928571
Sugarcane,2009,Whole Year ,Maharashtra,64159300,1002.4,76.29222222
Sunflower,2009,Kharif     ,Maharashtra,30826,1002.4,0.4205
Sunflower,2009,Rabi       ,Maharashtra,79700,1002.4,0.573809524
Sunflower,2009,Summer     ,Maharashtra,5400,1002.4,0.889285714
Urad,2009,Kharif     ,Maharashtra,117700,1002.4,0.500606061
Wheat,2009,Rabi       ,Maharashtra,1740200,1002.4,1.53
Arhar/Tur,2009,Kharif     ,Manipur,149,992.5,0.77875
Banana,2009,Whole Year ,Manipur,60933,992.5,10.64666667
Cowpea(Lobia),2009,Kharif     ,Manipur,157,992.5,0.7625
Dry chillies,2009,Whole Year ,Manipur,60712,992.5,7.514444444
Ginger,2009,Kharif     ,Manipur,24895,992.5,11.87
Gram,2009,Rabi       ,Manipur,1584,992.5,0.817777778
Groundnut,2009,Kharif     ,Manipur,280,992.5,0.522222222
Maize,2009,Kharif     ,Manipur,33950,992.5,1.705555556
Maize,2009,Rabi       ,Manipur,23170,992.5,1.673333333
Masoor,2009,Rabi       ,Manipur,1195,992.5,0.812222222
Moong(Green Gram),2009,Kharif     ,Manipur,155,992.5,0.718888889
Other  Rabi pulses,2009,Rabi       ,Manipur,7851,992.5,0.817777778
Other Kharif pulses,2009,Kharif     ,Manipur,250,992.5,0.731111111
Peas & beans (Pulses),2009,Rabi       ,Manipur,31587,992.5,0.82
Potato,2009,Whole Year ,Manipur,113860,992.5,8.286666667
Rapeseed &Mustard,2009,Rabi       ,Manipur,43640,992.5,0.734444444
Rice,2009,Kharif     ,Manipur,265090,992.5,1.923333333
Soyabean,2009,Kharif     ,Manipur,340,992.5,0.543333333
Sugarcane,2009,Whole Year ,Manipur,227130,992.5,56.62666667
Turmeric,2009,Whole Year ,Manipur,15410,992.5,11.80777778
Urad,2009,Kharif     ,Manipur,297,992.5,0.706666667
Wheat,2009,Rabi       ,Manipur,25050,992.5,2.073333333
Arhar/Tur,2009,Kharif     ,Nagaland,2110,1225.9,0.699090909
Bajra,2009,Kharif     ,Nagaland,690,1225.9,0.688181818
Barley,2009,Rabi       ,Nagaland,700,1225.9,1.449090909
Castor seed,2009,Kharif     ,Nagaland,330,1225.9,0.496363636
Cotton(lint),2009,Kharif     ,Nagaland,40,1225.9,0.465
Gram,2009,Rabi       ,Nagaland,400,1225.9,0.740909091
Groundnut,2009,Kharif     ,Nagaland,550,1225.9,0.754
Jowar,2009,Kharif     ,Nagaland,100,1225.9,0.412
Jute,2009,Kharif     ,Nagaland,1960,1225.9,1.554
Linseed,2009,Rabi       ,Nagaland,8800,1225.9,0.688181818
Maize,2009,Kharif     ,Nagaland,65690,1225.9,1.037272727
Maize,2009,Rabi       ,Nagaland,7500,1225.9,1.51
Masoor,2009,Rabi       ,Nagaland,1360,1225.9,0.711111111
Mesta,2009,Kharif     ,Nagaland,2000,1225.9,0.978181818
Moong(Green Gram),2009,Kharif     ,Nagaland,560,1225.9,0.897272727
Peas & beans (Pulses),2009,Kharif     ,Nagaland,2250,1225.9,1.096
Peas & beans (Pulses),2009,Rabi       ,Nagaland,6800,1225.9,0.998181818
Potato,2009,Kharif     ,Nagaland,28580,1225.9,9.416363636
Potato,2009,Rabi       ,Nagaland,36580,1225.9,12.39
Ragi,2009,Kharif     ,Nagaland,240,1225.9,0.664285714
Rapeseed &Mustard,2009,Rabi       ,Nagaland,46870,1225.9,0.791818182
Rice,2009,Kharif     ,Nagaland,240310,1225.9,1.393636364
Sesamum,2009,Kharif     ,Nagaland,1520,1225.9,0.515454545
Small millets,2009,Kharif     ,Nagaland,3460,1225.9,0.357777778
Soyabean,2009,Kharif     ,Nagaland,25010,1225.9,1.030909091
Sugarcane,2009,Kharif     ,Nagaland,152880,1225.9,30.02272727
Sunflower,2009,Kharif     ,Nagaland,120,1225.9,0.57
Sunflower,2009,Rabi       ,Nagaland,1650,1225.9,0.876
Tapioca,2009,Kharif     ,Nagaland,27050,1225.9,11.15727273
Urad,2009,Kharif     ,Nagaland,200,1225.9,0.60375
Urad,2009,Rabi       ,Nagaland,350,1225.9,0.707
Wheat,2009,Rabi       ,Nagaland,2410,1225.9,1.198888889
Arhar/Tur,2009,Kharif     ,Punjab,4400,371.3,0.988571429
Bajra,2009,Kharif     ,Punjab,4000,371.3,1.333333333
Barley,2009,Rabi       ,Punjab,47000,371.3,3.40625
Cotton(lint),2009,Kharif     ,Punjab,2006000,371.3,4.052727273
Gram,2009,Rabi       ,Punjab,3400,371.3,1.155555556
Groundnut,2009,Kharif     ,Punjab,3100,371.3,1.3075
Guar seed,2009,Kharif     ,Punjab,16800,371.3,0.911666667
Jowar,2009,Kharif     ,Punjab,100,371.3,1
Maize,2009,Kharif     ,Punjab,475000,371.3,3.489166667
Masoor,2009,Rabi       ,Punjab,700,371.3,0.734
Moong(Green Gram),2009,Kharif     ,Punjab,6400,371.3,0.941818182
Peas & beans (Pulses),2009,Rabi       ,Punjab,1800,371.3,1.071428571
Rapeseed &Mustard,2009,Rabi       ,Punjab,39000,371.3,1.266666667
